date,wd,regime,severity,score,priority_date,priority_admin_no,priority_structure,location_structure,water_source,date_time_set,date_time_released,year,month,doy
2025-05-27,3,Mild Administration,1,25,06/23/1903,19531.0,RES NO 8,B H EATON DITCH,CACHE LA POUDRE RIVER,05/27/2025 08:00,06/01/2025 08:00,2025,5,147
2025-05-27,69,Free River,0,0,,,,,,,,2025,5,147
2025-05-28,1,Mild Administration,1,25,01/05/1922,26302.23953,NORTH STERLING CANAL,PREWITT INLET CANAL,SOUTH PLATTE RIVER,05/28/2025 16:00,05/29/2025 08:00,2025,5,148
2025-05-28,3,Mild Administration,1,25,06/23/1903,19531.0,RES NO 8,B H EATON DITCH,CACHE LA POUDRE RIVER,05/27/2025 08:00,06/01/2025 08:00,2025,5,148
2025-05-28,69,Free River,0,0,,,,,,,,2025,5,148
2025-05-29,1,Mild Administration,1,25,01/13/1936,31423.29219,PREWITT INLET CANAL,PREWITT INLET CANAL,SOUTH PLATTE RIVER,05/29/2025 16:00,05/30/2025 08:00,2025,5,149
2025-05-29,3,Mild Administration,1,25,06/23/1903,19531.0,RES NO 8,B H EATON DITCH,CACHE LA POUDRE RIVER,05/27/2025 08:00,06/01/2025 08:00,2025,5,149
2025-05-29,69,Free River,0,0,,,,,,,,2025,5,149
2025-05-30,1,Mild Administration,1,25,01/13/1936,31423.29219,PREWITT INLET CANAL,PREWITT INLET CANAL,SOUTH PLATTE RIVER,05/30/2025 08:00,05/31/2025 08:00,2025,5,150
2025-05-30,3,Mild Administration,1,25,06/23/1903,19531.0,RES NO 8,B H EATON DITCH,CACHE LA POUDRE RIVER,05/27/2025 08:00,06/01/2025 08:00,2025,5,150
2025-05-30,69,Free River,0,0,,,,,,,,2025,5,150
2025-05-31,1,Free River,0,0,,,,,,,,2025,5,151
2025-05-31,3,Mild Administration,1,25,06/23/1903,19531.0,RES NO 8,B H EATON DITCH,CACHE LA POUDRE RIVER,05/27/2025 08:00,06/01/2025 08:00,2025,5,151
2025-05-31,69,Free River,0,0,,,,,,,,2025,5,151
2025-06-01,1,Free River,0,0,,,,,,,,2025,6,152
2025-06-01,3,Free River,0,0,,,,,,,,2025,6,152
2025-06-01,69,Free River,0,0,,,,,,,,2025,6,152
2025-06-02,1,Free River,0,0,,,,,,,,2025,6,153
2025-06-02,3,Free River,0,0,,,,,,,,2025,6,153
2025-06-02,69,Free River,0,0,,,,,,,,2025,6,153
2025-06-03,1,Mild Administration,1,25,01/13/1936,31423.29219,PREWITT INLET CANAL,PREWITT INLET CANAL,SOUTH PLATTE RIVER,06/03/2025 12:00,06/04/2025 08:00,2025,6,154
2025-06-03,3,Free River,0,0,,,,,,,,2025,6,154
2025-06-03,69,Free River,0,0,,,,,,,,2025,6,154
2025-06-04,1,Mild Administration,1,25,06/12/1972,44723.0,LOWER PLATTE BEAVER D,PREWITT INLET CANAL,SOUTH PLATTE RIVER,06/04/2025 08:00,06/05/2025 08:00,2025,6,155
2025-06-04,3,Free River,0,0,,,,,,,,2025,6,155
2025-06-04,69,Free River,0,0,,,,,,,,2025,6,155
2025-06-05,1,Free River,0,0,,,,,,,,2025,6,156
2025-06-05,3,Free River,0,0,,,,,,,,2025,6,156
2025-06-05,69,Free River,0,0,,,,,,,,2025,6,156
2025-06-06,1,Free River,0,0,,,,,,,,2025,6,157
2025-06-06,3,Free River,0,0,,,,,,,,2025,6,157
2025-06-06,69,Free River,0,0,,,,,,,,2025,6,157
2025-06-07,1,Free River,0,0,,,,,,,,2025,6,158
2025-06-07,3,Free River,0,0,,,,,,,,2025,6,158
2025-06-07,69,Free River,0,0,,,,,,,,2025,6,158
2025-06-08,1,Free River,0,0,,,,,,,,2025,6,159
2025-06-08,3,Free River,0,0,,,,,,,,2025,6,159
2025-06-08,69,Free River,0,0,,,,,,,,2025,6,159
2025-06-09,1,Mild Administration,1,25,05/08/1996,53454.0,NORTH STERLING CANAL,PREWITT INLET CANAL,SOUTH PLATTE RIVER,06/09/2025 16:00,06/11/2025 08:00,2025,6,160
2025-06-09,3,Free River,0,0,,,,,,,,2025,6,160
2025-06-09,69,Free River,0,0,,,,,,,,2025,6,160
2025-06-10,1,Mild Administration,1,25,05/08/1996,53454.0,NORTH STERLING CANAL,PREWITT INLET CANAL,SOUTH PLATTE RIVER,06/09/2025 16:00,06/11/2025 08:00,2025,6,161
2025-06-10,3,Free River,0,0,,,,,,,,2025,6,161
2025-06-10,69,Free River,0,0,,,,,,,,2025,6,161
2025-06-11,1,Free River,0,0,,,,,,,,2025,6,162
2025-06-11,3,Free River,0,0,,,,,,,,2025,6,162
2025-06-11,69,Free River,0,0,,,,,,,,2025,6,162
2025-06-12,1,Free River,0,0,,,,,,,,2025,6,163
2025-06-12,3,Free River,0,0,,,,,,,,2025,6,163
2025-06-12,69,Free River,0,0,,,,,,,,2025,6,163
2025-06-13,1,Free River,0,0,,,,,,,,2025,6,164
2025-06-13,3,Free River,0,0,,,,,,,,2025,6,164
2025-06-13,69,Free River,0,0,,,,,,,,2025,6,164
2025-06-14,1,Free River,0,0,,,,,,,,2025,6,165
2025-06-14,3,Free River,0,0,,,,,,,,2025,6,165
2025-06-14,69,Free River,0,0,,,,,,,,2025,6,165
2025-06-15,1,Free River,0,0,,,,,,,,2025,6,166
2025-06-15,3,Free River,0,0,,,,,,,,2025,6,166
2025-06-15,69,Free River,0,0,,,,,,,,2025,6,166
2025-06-16,1,Free River,0,0,,,,,,,,2025,6,167
2025-06-16,3,Free River,0,0,,,,,,,,2025,6,167
2025-06-16,69,Free River,0,0,,,,,,,,2025,6,167
2025-06-17,1,Free River,0,0,,,,,,,,2025,6,168
2025-06-17,3,Mild Administration,1,25,09/18/1878,10488.0,LARIMER WELD IRR CANAL,NEW CACHE LA POUDRE CO DITCH,CACHE LA POUDRE RIVER,06/17/2025 08:00,06/18/2025 08:00,2025,6,168
2025-06-17,69,Free River,0,0,,,,,,,,2025,6,168
2025-06-18,1,Free River,0,0,,,,,,,,2025,6,169
2025-06-18,3,Free River,0,0,,,,,,,,2025,6,169
2025-06-18,69,Free River,0,0,,,,,,,,2025,6,169
2025-06-19,1,Free River,0,0,,,,,,,,2025,6,170
2025-06-19,3,Free River,0,0,,,,,,,,2025,6,170
2025-06-19,69,Free River,0,0,,,,,,,,2025,6,170
2025-06-20,1,Free River,0,0,,,,,,,,2025,6,171
2025-06-20,3,Mild Administration,1,25,09/18/1878,10488.0,LARIMER WELD IRR CANAL,NEW CACHE LA POUDRE CO DITCH,CACHE LA POUDRE RIVER,06/20/2025 08:00,06/25/2025 08:00,2025,6,171
2025-06-20,69,Free River,0,0,,,,,,,,2025,6,171
2025-06-21,1,Free River,0,0,,,,,,,,2025,6,172
2025-06-21,3,Mild Administration,1,25,09/18/1878,10488.0,LARIMER WELD IRR CANAL,NEW CACHE LA POUDRE CO DITCH,CACHE LA POUDRE RIVER,06/20/2025 08:00,06/25/2025 08:00,2025,6,172
2025-06-21,69,Free River,0,0,,,,,,,,2025,6,172
2025-06-22,1,Free River,0,0,,,,,,,,2025,6,173
2025-06-22,3,Mild Administration,1,25,09/18/1878,10488.0,LARIMER WELD IRR CANAL,NEW CACHE LA POUDRE CO DITCH,CACHE LA POUDRE RIVER,06/20/2025 08:00,06/25/2025 08:00,2025,6,173
2025-06-22,69,Free River,0,0,,,,,,,,2025,6,173
2025-06-23,1,Free River,0,0,,,,,,,,2025,6,174
2025-06-23,3,Mild Administration,1,25,09/18/1878,10488.0,LARIMER WELD IRR CANAL,NEW CACHE LA POUDRE CO DITCH,CACHE LA POUDRE RIVER,06/20/2025 08:00,06/25/2025 08:00,2025,6,174
2025-06-23,69,Free River,0,0,,,,,,,,2025,6,174
2025-06-24,1,Free River,0,0,,,,,,,,2025,6,175
2025-06-24,3,Mild Administration,1,25,09/18/1878,10488.0,LARIMER WELD IRR CANAL,NEW CACHE LA POUDRE CO DITCH,CACHE LA POUDRE RIVER,06/20/2025 08:00,06/25/2025 08:00,2025,6,175
2025-06-24,69,Free River,0,0,,,,,,,,2025,6,175
2025-06-25,1,Free River,0,0,,,,,,,,2025,6,176
2025-06-25,3,Mild Administration,1,25,11/10/1874,9080.0,NEW CACHE LA POUDRE CO DITCH,NEW CACHE LA POUDRE CO DITCH,CACHE LA POUDRE RIVER,06/25/2025 08:00,06/28/2025 08:00,2025,6,176
2025-06-25,69,Free River,0,0,,,,,,,,2025,6,176
2025-06-26,1,Free River,0,0,,,,,,,,2025,6,177
2025-06-26,3,Mild Administration,1,25,11/10/1874,9080.0,NEW CACHE LA POUDRE CO DITCH,NEW CACHE LA POUDRE CO DITCH,CACHE LA POUDRE RIVER,06/25/2025 08:00,06/28/2025 08:00,2025,6,177
2025-06-26,69,Free River,0,0,,,,,,,,2025,6,177
2025-06-27,1,Free River,0,0,,,,,,,,2025,6,178
2025-06-27,3,Mild Administration,1,25,11/10/1874,9080.0,NEW CACHE LA POUDRE CO DITCH,NEW CACHE LA POUDRE CO DITCH,CACHE LA POUDRE RIVER,06/25/2025 08:00,06/28/2025 08:00,2025,6,178
2025-06-27,69,Free River,0,0,,,,,,,,2025,6,178
2025-06-28,1,Free River,0,0,,,,,,,,2025,6,179
2025-06-28,3,Mild Administration,1,25,11/01/1872,8341.0,LAKE CANAL DITCH,NEW CACHE LA POUDRE CO DITCH,CACHE LA POUDRE RIVER,06/28/2025 08:00,06/29/2025 08:00,2025,6,179
2025-06-28,69,Free River,0,0,,,,,,,,2025,6,179
2025-06-29,1,Free River,0,0,,,,,,,,2025,6,180
2025-06-29,3,Mild Administration,1,25,09/15/1871,7928.0,NEW CACHE LA POUDRE CO DITCH,CANAL 3 DITCH,CACHE LA POUDRE RIVER,06/29/2025 08:00,07/01/2025 08:00,2025,6,180
2025-06-29,69,Free River,0,0,,,,,,,,2025,6,180
2025-06-30,1,Free River,0,0,,,,,,,,2025,6,181
2025-06-30,3,Mild Administration,1,25,09/15/1871,7928.0,NEW CACHE LA POUDRE CO DITCH,CANAL 3 DITCH,CACHE LA POUDRE RIVER,06/29/2025 08:00,07/01/2025 08:00,2025,6,181
2025-06-30,69,Free River,0,0,,,,,,,,2025,6,181
2025-07-01,1,Free River,0,0,,,,,,,,2025,7,182
2025-07-01,3,Mild Administration,1,25,09/20/1871,7933.0,LARIMER WELD IRR CANAL,CANAL 3 DITCH,CACHE LA POUDRE RIVER,07/01/2025 12:00,07/03/2025 08:00,2025,7,182
2025-07-01,69,Free River,0,0,,,,,,,,2025,7,182
2025-07-02,1,Free River,0,0,,,,,,,,2025,7,183
2025-07-02,3,Mild Administration,1,25,09/20/1871,7933.0,LARIMER WELD IRR CANAL,CANAL 3 DITCH,CACHE LA POUDRE RIVER,07/01/2025 12:00,07/03/2025 08:00,2025,7,183
2025-07-02,69,Free River,0,0,,,,,,,,2025,7,183
2025-07-03,1,Free River,0,0,,,,,,,,2025,7,184
2025-07-03,3,Mild Administration,1,25,09/15/1871,7928.0,NEW CACHE LA POUDRE CO DITCH,CANAL 3 DITCH,CACHE LA POUDRE RIVER,07/03/2025 08:00,07/10/2025 08:00,2025,7,184
2025-07-03,69,Free River,0,0,,,,,,,,2025,7,184
2025-07-04,1,Free River,0,0,,,,,,,,2025,7,185
2025-07-04,3,Mild Administration,1,25,09/15/1871,7928.0,NEW CACHE LA POUDRE CO DITCH,CANAL 3 DITCH,CACHE LA POUDRE RIVER,07/03/2025 08:00,07/10/2025 08:00,2025,7,185
2025-07-04,69,Free River,0,0,,,,,,,,2025,7,185
2025-07-05,1,Free River,0,0,,,,,,,,2025,7,186
2025-07-05,3,Mild Administration,1,25,09/15/1871,7928.0,NEW CACHE LA POUDRE CO DITCH,CANAL 3 DITCH,CACHE LA POUDRE RIVER,07/03/2025 08:00,07/10/2025 08:00,2025,7,186
2025-07-05,69,Free River,0,0,,,,,,,,2025,7,186
2025-07-06,1,Free River,0,0,,,,,,,,2025,7,187
2025-07-06,3,Mild Administration,1,25,09/15/1871,7928.0,NEW CACHE LA POUDRE CO DITCH,CANAL 3 DITCH,CACHE LA POUDRE RIVER,07/03/2025 08:00,07/10/2025 08:00,2025,7,187
2025-07-06,69,Free River,0,0,,,,,,,,2025,7,187
2025-07-07,1,Free River,0,0,,,,,,,,2025,7,188
2025-07-07,3,Mild Administration,1,25,09/15/1871,7928.0,NEW CACHE LA POUDRE CO DITCH,CANAL 3 DITCH,CACHE LA POUDRE RIVER,07/03/2025 08:00,07/10/2025 08:00,2025,7,188
2025-07-07,69,Free River,0,0,,,,,,,,2025,7,188
2025-07-08,1,Free River,0,0,,,,,,,,2025,7,189
2025-07-08,3,Mild Administration,1,25,09/15/1871,7928.0,NEW CACHE LA POUDRE CO DITCH,CANAL 3 DITCH,CACHE LA POUDRE RIVER,07/03/2025 08:00,07/10/2025 08:00,2025,7,189
2025-07-08,69,Free River,0,0,,,,,,,,2025,7,189
2025-07-09,1,Free River,0,0,,,,,,,,2025,7,190
2025-07-09,3,Mild Administration,1,25,09/15/1871,7928.0,NEW CACHE LA POUDRE CO DITCH,CANAL 3 DITCH,CACHE LA POUDRE RIVER,07/03/2025 08:00,07/10/2025 08:00,2025,7,190
2025-07-09,69,Free River,0,0,,,,,,,,2025,7,190
2025-07-10,1,Free River,0,0,,,,,,,,2025,7,191
2025-07-10,3,Normal Administration,2,50,10/25/1870,7603.0,NEW CACHE LA POUDRE CO DITCH,CANAL 3 DITCH,CACHE LA POUDRE RIVER,07/10/2025 08:00,07/20/2025 08:00,2025,7,191
2025-07-10,69,Free River,0,0,,,,,,,,2025,7,191
2025-07-11,1,Free River,0,0,,,,,,,,2025,7,192
2025-07-11,3,Normal Administration,2,50,10/25/1870,7603.0,NEW CACHE LA POUDRE CO DITCH,CANAL 3 DITCH,CACHE LA POUDRE RIVER,07/10/2025 08:00,07/20/2025 08:00,2025,7,192
2025-07-11,69,Free River,0,0,,,,,,,,2025,7,192
2025-07-12,1,Free River,0,0,,,,,,,,2025,7,193
2025-07-12,3,Normal Administration,2,50,10/25/1870,7603.0,NEW CACHE LA POUDRE CO DITCH,CANAL 3 DITCH,CACHE LA POUDRE RIVER,07/10/2025 08:00,07/20/2025 08:00,2025,7,193
2025-07-12,69,Free River,0,0,,,,,,,,2025,7,193
2025-07-13,1,Free River,0,0,,,,,,,,2025,7,194
2025-07-13,3,Normal Administration,2,50,10/25/1870,7603.0,NEW CACHE LA POUDRE CO DITCH,CANAL 3 DITCH,CACHE LA POUDRE RIVER,07/10/2025 08:00,07/20/2025 08:00,2025,7,194
2025-07-13,69,Free River,0,0,,,,,,,,2025,7,194
2025-07-14,1,Free River,0,0,,,,,,,,2025,7,195
2025-07-14,3,Normal Administration,2,50,10/25/1870,7603.0,NEW CACHE LA POUDRE CO DITCH,CANAL 3 DITCH,CACHE LA POUDRE RIVER,07/10/2025 08:00,07/20/2025 08:00,2025,7,195
2025-07-14,69,Free River,0,0,,,,,,,,2025,7,195
2025-07-15,1,Free River,0,0,,,,,,,,2025,7,196
2025-07-15,3,Normal Administration,2,50,10/25/1870,7603.0,NEW CACHE LA POUDRE CO DITCH,CANAL 3 DITCH,CACHE LA POUDRE RIVER,07/10/2025 08:00,07/20/2025 08:00,2025,7,196
2025-07-15,69,Free River,0,0,,,,,,,,2025,7,196
2025-07-16,1,Free River,0,0,,,,,,,,2025,7,197
2025-07-16,3,Normal Administration,2,50,10/25/1870,7603.0,NEW CACHE LA POUDRE CO DITCH,CANAL 3 DITCH,CACHE LA POUDRE RIVER,07/10/2025 08:00,07/20/2025 08:00,2025,7,197
2025-07-16,69,Free River,0,0,,,,,,,,2025,7,197
2025-07-17,1,Free River,0,0,,,,,,,,2025,7,198
2025-07-17,3,Normal Administration,2,50,10/25/1870,7603.0,NEW CACHE LA POUDRE CO DITCH,CANAL 3 DITCH,CACHE LA POUDRE RIVER,07/10/2025 08:00,07/20/2025 08:00,2025,7,198
2025-07-17,69,Free River,0,0,,,,,,,,2025,7,198
2025-07-18,1,Free River,0,0,,,,,,,,2025,7,199
2025-07-18,3,Normal Administration,2,50,10/25/1870,7603.0,NEW CACHE LA POUDRE CO DITCH,CANAL 3 DITCH,CACHE LA POUDRE RIVER,07/10/2025 08:00,07/20/2025 08:00,2025,7,199
2025-07-18,69,Free River,0,0,,,,,,,,2025,7,199
2025-07-19,1,Free River,0,0,,,,,,,,2025,7,200
2025-07-19,3,Normal Administration,2,50,10/25/1870,7603.0,NEW CACHE LA POUDRE CO DITCH,CANAL 3 DITCH,CACHE LA POUDRE RIVER,07/10/2025 08:00,07/20/2025 08:00,2025,7,200
2025-07-19,69,Free River,0,0,,,,,,,,2025,7,200
2025-07-20,1,Free River,0,0,,,,,,,,2025,7,201
2025-07-20,3,Normal Administration,2,50,05/01/1869,7061.0,CACHE LA POUDRE DITCH,B H EATON DITCH,CACHE LA POUDRE RIVER,07/20/2025 08:00,07/27/2025 08:00,2025,7,201
2025-07-20,69,Free River,0,0,,,,,,,,2025,7,201
2025-07-21,1,Free River,0,0,,,,,,,,2025,7,202
2025-07-21,3,Normal Administration,2,50,05/01/1869,7061.0,CACHE LA POUDRE DITCH,B H EATON DITCH,CACHE LA POUDRE RIVER,07/20/2025 08:00,07/27/2025 08:00,2025,7,202
2025-07-21,69,Free River,0,0,,,,,,,,2025,7,202
2025-07-22,1,Free River,0,0,,,,,,,,2025,7,203
2025-07-22,3,Normal Administration,2,50,05/01/1869,7061.0,CACHE LA POUDRE DITCH,B H EATON DITCH,CACHE LA POUDRE RIVER,07/20/2025 08:00,07/27/2025 08:00,2025,7,203
2025-07-22,69,Free River,0,0,,,,,,,,2025,7,203
2025-07-23,1,Free River,0,0,,,,,,,,2025,7,204
2025-07-23,3,Normal Administration,2,50,05/01/1869,7061.0,CACHE LA POUDRE DITCH,B H EATON DITCH,CACHE LA POUDRE RIVER,07/20/2025 08:00,07/27/2025 08:00,2025,7,204
2025-07-23,69,Free River,0,0,,,,,,,,2025,7,204
2025-07-24,1,Free River,0,0,,,,,,,,2025,7,205
2025-07-24,3,Normal Administration,2,50,05/01/1869,7061.0,CACHE LA POUDRE DITCH,B H EATON DITCH,CACHE LA POUDRE RIVER,07/20/2025 08:00,07/27/2025 08:00,2025,7,205
2025-07-24,69,Free River,0,0,,,,,,,,2025,7,205
2025-07-25,1,Free River,0,0,,,,,,,,2025,7,206
2025-07-25,3,Normal Administration,2,50,05/01/1869,7061.0,CACHE LA POUDRE DITCH,B H EATON DITCH,CACHE LA POUDRE RIVER,07/20/2025 08:00,07/27/2025 08:00,2025,7,206
2025-07-25,69,Free River,0,0,,,,,,,,2025,7,206
2025-07-26,1,Free River,0,0,,,,,,,,2025,7,207
2025-07-26,3,Normal Administration,2,50,05/01/1869,7061.0,CACHE LA POUDRE DITCH,B H EATON DITCH,CACHE LA POUDRE RIVER,07/20/2025 08:00,07/27/2025 08:00,2025,7,207
2025-07-26,69,Free River,0,0,,,,,,,,2025,7,207
2025-07-27,1,Free River,0,0,,,,,,,,2025,7,208
2025-07-27,3,Normal Administration,2,50,04/01/1867,6300.0,LARIMER WELD IRR CANAL,B H EATON DITCH,CACHE LA POUDRE RIVER,07/27/2025 08:00,08/01/2025 08:00,2025,7,208
2025-07-27,69,Free River,0,0,,,,,,,,2025,7,208
2025-07-28,1,Free River,0,0,,,,,,,,2025,7,209
2025-07-28,3,Normal Administration,2,50,04/01/1867,6300.0,LARIMER WELD IRR CANAL,B H EATON DITCH,CACHE LA POUDRE RIVER,07/27/2025 08:00,08/01/2025 08:00,2025,7,209
2025-07-28,69,Free River,0,0,,,,,,,,2025,7,209
2025-07-29,1,Free River,0,0,,,,,,,,2025,7,210
2025-07-29,3,Normal Administration,2,50,04/01/1867,6300.0,LARIMER WELD IRR CANAL,B H EATON DITCH,CACHE LA POUDRE RIVER,07/27/2025 08:00,08/01/2025 08:00,2025,7,210
2025-07-29,69,Free River,0,0,,,,,,,,2025,7,210
2025-07-30,1,Free River,0,0,,,,,,,,2025,7,211
2025-07-30,3,Normal Administration,2,50,04/01/1867,6300.0,LARIMER WELD IRR CANAL,B H EATON DITCH,CACHE LA POUDRE RIVER,07/27/2025 08:00,08/01/2025 08:00,2025,7,211
2025-07-30,69,Free River,0,0,,,,,,,,2025,7,211
2025-07-31,1,Free River,0,0,,,,,,,,2025,7,212
2025-07-31,3,Normal Administration,2,50,04/01/1867,6300.0,LARIMER WELD IRR CANAL,B H EATON DITCH,CACHE LA POUDRE RIVER,07/27/2025 08:00,08/01/2025 08:00,2025,7,212
2025-07-31,69,Free River,0,0,,,,,,,,2025,7,212
2025-08-01,1,Free River,0,0,,,,,,,,2025,8,213
2025-08-01,3,Senior Administration,3,75,04/15/1866,5949.0,TAYLOR GILL DITCH,B H EATON DITCH,CACHE LA POUDRE RIVER,08/01/2025 08:00,08/07/2025 08:00,2025,8,213
2025-08-01,69,Free River,0,0,,,,,,,,2025,8,213
2025-08-02,1,Free River,0,0,,,,,,,,2025,8,214
2025-08-02,3,Senior Administration,3,75,04/15/1866,5949.0,TAYLOR GILL DITCH,B H EATON DITCH,CACHE LA POUDRE RIVER,08/01/2025 08:00,08/07/2025 08:00,2025,8,214
2025-08-02,69,Free River,0,0,,,,,,,,2025,8,214
2025-08-03,1,Mild Administration,1,25,04/15/1888,13985.0,LOWER PLATTE BEAVER D,LOWER PLATTE BEAVER D,SOUTH PLATTE RIVER,08/03/2025 08:00,08/06/2025 08:00,2025,8,215
2025-08-03,3,Senior Administration,3,75,04/15/1866,5949.0,TAYLOR GILL DITCH,B H EATON DITCH,CACHE LA POUDRE RIVER,08/01/2025 08:00,08/07/2025 08:00,2025,8,215
2025-08-03,69,Free River,0,0,,,,,,,,2025,8,215
2025-08-04,1,Mild Administration,1,25,04/15/1888,13985.0,LOWER PLATTE BEAVER D,LOWER PLATTE BEAVER D,SOUTH PLATTE RIVER,08/03/2025 08:00,08/06/2025 08:00,2025,8,216
2025-08-04,3,Senior Administration,3,75,04/15/1866,5949.0,TAYLOR GILL DITCH,B H EATON DITCH,CACHE LA POUDRE RIVER,08/01/2025 08:00,08/07/2025 08:00,2025,8,216
2025-08-04,69,Free River,0,0,,,,,,,,2025,8,216
2025-08-05,1,Mild Administration,1,25,04/15/1888,13985.0,LOWER PLATTE BEAVER D,LOWER PLATTE BEAVER D,SOUTH PLATTE RIVER,08/03/2025 08:00,08/06/2025 08:00,2025,8,217
2025-08-05,3,Senior Administration,3,75,04/15/1866,5949.0,TAYLOR GILL DITCH,B H EATON DITCH,CACHE LA POUDRE RIVER,08/01/2025 08:00,08/07/2025 08:00,2025,8,217
2025-08-05,69,Free River,0,0,,,,,,,,2025,8,217
2025-08-06,1,Free River,0,0,,,,,,,,2025,8,218
2025-08-06,3,Senior Administration,3,75,04/15/1866,5949.0,TAYLOR GILL DITCH,B H EATON DITCH,CACHE LA POUDRE RIVER,08/01/2025 08:00,08/07/2025 08:00,2025,8,218
2025-08-06,69,Free River,0,0,,,,,,,,2025,8,218
2025-08-07,1,Free River,0,0,,,,,,,,2025,8,219
2025-08-07,3,Senior Administration,3,75,09/15/1864,5372.0,LARIMER COUNTY DITCH,B H EATON DITCH,CACHE LA POUDRE RIVER,08/07/2025 08:00,08/13/2025 08:00,2025,8,219
2025-08-07,69,Free River,0,0,,,,,,,,2025,8,219
2025-08-08,1,Free River,0,0,,,,,,,,2025,8,220
2025-08-08,3,Senior Administration,3,75,09/15/1864,5372.0,LARIMER COUNTY DITCH,B H EATON DITCH,CACHE LA POUDRE RIVER,08/07/2025 08:00,08/13/2025 08:00,2025,8,220
2025-08-08,69,Free River,0,0,,,,,,,,2025,8,220
2025-08-09,1,Free River,0,0,,,,,,,,2025,8,221
2025-08-09,3,Senior Administration,3,75,09/15/1864,5372.0,LARIMER COUNTY DITCH,B H EATON DITCH,CACHE LA POUDRE RIVER,08/07/2025 08:00,08/13/2025 08:00,2025,8,221
2025-08-09,69,Free River,0,0,,,,,,,,2025,8,221
2025-08-10,1,Free River,0,0,,,,,,,,2025,8,222
2025-08-10,3,Senior Administration,3,75,09/15/1864,5372.0,LARIMER COUNTY DITCH,B H EATON DITCH,CACHE LA POUDRE RIVER,08/07/2025 08:00,08/13/2025 08:00,2025,8,222
2025-08-10,69,Free River,0,0,,,,,,,,2025,8,222
2025-08-11,1,Free River,0,0,,,,,,,,2025,8,223
2025-08-11,3,Senior Administration,3,75,09/15/1864,5372.0,LARIMER COUNTY DITCH,B H EATON DITCH,CACHE LA POUDRE RIVER,08/07/2025 08:00,08/13/2025 08:00,2025,8,223
2025-08-11,69,Free River,0,0,,,,,,,,2025,8,223
2025-08-12,1,Free River,0,0,,,,,,,,2025,8,224
2025-08-12,3,Senior Administration,3,75,09/15/1864,5372.0,LARIMER COUNTY DITCH,B H EATON DITCH,CACHE LA POUDRE RIVER,08/07/2025 08:00,08/13/2025 08:00,2025,8,224
2025-08-12,69,Free River,0,0,,,,,,,,2025,8,224
2025-08-13,1,Mild Administration,1,25,04/15/1888,13985.0,LOWER PLATTE BEAVER D,LOWER PLATTE BEAVER D,SOUTH PLATTE RIVER,08/13/2025 08:00,08/13/2025 16:00,2025,8,225
2025-08-13,3,Senior Administration,3,75,06/10/1864,5275.0,PLEASANT VALLEY LAKE CNL,B H EATON DITCH,CACHE LA POUDRE RIVER,08/13/2025 08:00,08/29/2025 08:00,2025,8,225
2025-08-13,69,Free River,0,0,,,,,,,,2025,8,225
2025-08-14,1,Free River,0,0,,,,,,,,2025,8,226
2025-08-14,3,Senior Administration,3,75,06/10/1864,5275.0,PLEASANT VALLEY LAKE CNL,B H EATON DITCH,CACHE LA POUDRE RIVER,08/13/2025 08:00,08/29/2025 08:00,2025,8,226
2025-08-14,69,Free River,0,0,,,,,,,,2025,8,226
2025-08-15,1,Free River,0,0,,,,,,,,2025,8,227
2025-08-15,3,Senior Administration,3,75,06/10/1864,5275.0,PLEASANT VALLEY LAKE CNL,B H EATON DITCH,CACHE LA POUDRE RIVER,08/13/2025 08:00,08/29/2025 08:00,2025,8,227
2025-08-15,69,Free River,0,0,,,,,,,,2025,8,227
2025-08-16,1,Free River,0,0,,,,,,,,2025,8,228
2025-08-16,3,Senior Administration,3,75,06/10/1864,5275.0,PLEASANT VALLEY LAKE CNL,B H EATON DITCH,CACHE LA POUDRE RIVER,08/13/2025 08:00,08/29/2025 08:00,2025,8,228
2025-08-16,69,Free River,0,0,,,,,,,,2025,8,228
2025-08-17,1,Free River,0,0,,,,,,,,2025,8,229
2025-08-17,3,Senior Administration,3,75,06/10/1864,5275.0,PLEASANT VALLEY LAKE CNL,B H EATON DITCH,CACHE LA POUDRE RIVER,08/13/2025 08:00,08/29/2025 08:00,2025,8,229
2025-08-17,69,Free River,0,0,,,,,,,,2025,8,229
2025-08-18,1,Free River,0,0,,,,,,,,2025,8,230
2025-08-18,3,Senior Administration,3,75,06/10/1864,5275.0,PLEASANT VALLEY LAKE CNL,B H EATON DITCH,CACHE LA POUDRE RIVER,08/13/2025 08:00,08/29/2025 08:00,2025,8,230
2025-08-18,69,Free River,0,0,,,,,,,,2025,8,230
2025-08-19,1,Free River,0,0,,,,,,,,2025,8,231
2025-08-19,3,Senior Administration,3,75,06/10/1864,5275.0,PLEASANT VALLEY LAKE CNL,B H EATON DITCH,CACHE LA POUDRE RIVER,08/13/2025 08:00,08/29/2025 08:00,2025,8,231
2025-08-19,69,Free River,0,0,,,,,,,,2025,8,231
2025-08-20,1,Free River,0,0,,,,,,,,2025,8,232
2025-08-20,3,Senior Administration,3,75,06/10/1864,5275.0,PLEASANT VALLEY LAKE CNL,B H EATON DITCH,CACHE LA POUDRE RIVER,08/13/2025 08:00,08/29/2025 08:00,2025,8,232
2025-08-20,69,Free River,0,0,,,,,,,,2025,8,232
2025-08-21,1,Free River,0,0,,,,,,,,2025,8,233
